code,div_l,div_m,div_s,div_n,name,former_labels,labels
45814,과자,비스킷,쿠키,쿠키,오성물산)초콜릿크림쿠키,2999,307
45815,과자,캔디,젤리,젤리,한투인터내셔널)옛날통닭모양젤리,3000,308
45817,과자,비스킷,쿠키,쿠키,원더풀에프엔비)비스키탑커피카라멜비스킷,3002,309
45820,과자,초콜렛,쉘초콜릿,쉘초콜릿,효성인터내셔날)큐피도코코아트러플스,3005,310
45822,과자,초콜렛,초콜릿세트,초콜릿세트,스위트드림)빠샤메카드도트초코,3007,311
45829,과자,파이류,케이크,케이크,여리수)프레디모레타클래식,3013,312
45833,과자,캔디,토이캔디,토이캔디,지누상사)몽키스윙,3017,313
45834,과자,캔디,젤리,젤리,이멕스무역)LOC네온웜(젤리),3018,314
45837,과자,캔디,토이캔디,토이캔디,이멕스무역)스폰지밥매직헤어캔디요구르트향,3021,315
45839,과자,파이류,케이크,케이크,옥산인터내셔널)말차플레이버케이크,3023,316
45845,과자,문화용품,문구,문구,미스티)빙글빙글뽀로로랜드,3028,317
45848,과자,캔디,토이캔디,토이캔디,스위트드림)달곰쿡버블실험실,3031,318
45849,과자,씨리얼,일반시리얼,일반시리얼,효성인터내셔널)미니더심슨(노란색),3032,319
45850,과자,씨리얼,일반시리얼,일반시리얼,효성인터내셔널)미니더심슨(파란색),3033,320
45851,과자,캔디,소프트캔디,소프트캔디,미스티)뽀로로유기농솜사탕,3034,321
45852,과자,비스킷,쿠키,쿠키,스위트드림)달곰프란찌녹차크림쿠키,3035,322
45856,과자,캔디,소프트캔디,소프트캔디,매크로통상)하이츄딸기맛,3039,323
45858,과자,파이류,케이크,케이크,효성인터내셔날)쿠첸마이스터후르츠케익,3041,324
45864,과자,파이류,케이크,케이크,이멕스무역)티라미수쿠키,3045,325
45868,과자,스낵,밀가루스낵,밀가루스낵,델리팜)로아커웨하스바닐라,3049,326
45871,과자,견과류,기타견과류,기타견과류,비케이씨코퍼레이션)마카도씨위드,3052,327
45875,과자,캔디,젤리,젤리,에스에이치글로벌코리아)블록젤리(파란색),3056,328
45966,과자,비스킷,쿠키,쿠키,신흥제과)초코칩쿠키,3074,329
45969,과자,견과류,혼합견과,혼합견과,맑은농산)코코크런치넛시나몬피칸,3077,330
45975,과자,비스킷,샌드,샌드,엠에스앤에이)레토소이밀크웨이퍼,3083,331
45976,과자,비스킷,샌드,샌드,엠에스앤에이)레토치즈웨이퍼,3084,332
45983,과자,비스킷,크래커,샌드,제이에이치디인터내셔널)커피누가크래커,3090,333
46030,과자,캔디,젤리,젤리,복음자리)복음자리잼잼딸기젤리,3117,334
50062,과자,스낵,밀가루스낵,밀가루스낵,농심자갈치90G,3222,335
50063,과자,스낵,옥수수스낵,옥수수스낵,도리토스갈비천왕치킨맛172G,3223,336
50065,과자,껌류,일반껌,일반껌,롯데스피아민트27G,3225,337
50068,과자,껌류,일반껌,일반껌,롯데쥬시후레쉬26G,3228,338
50074,과자,비스킷,샌드,샌드,동서)오레오솔티드카라멜100G,3234,339
50075,과자,비스킷,샌드,샌드,오레오레드벨벳샌드위치쿠키94G,3235,340
50076,과자,비스킷,샌드,샌드,동서)오레오씬즈라즈베리무스84G,3236,341
50078,과자,비스킷,샌드,샌드,롯데롯샌상큼달콤파인애플,3238,342
50091,과자,파이류,파이,파이,롯데)명가찰떡초코225G,3251,343
50093,과자,비스킷,쿠키,쿠키,롯데딸기쿠키230G,3253,344
50095,과자,파이류,케이크,케이크,롯데카스타드138G,3255,345
50102,과자,씨리얼,일반시리얼,일반시리얼,동서콘푸라이트260G,3262,346
50105,과자,껌류,일반껌,일반껌,롯데)후라보노레이디26G,3265,347
50111,과자,껌류,기능성껌,기능성껌,롯데자일리톨오리지날빅팩23G,3271,348
50117,과자,스낵,옥수수스낵,옥수수스낵,크라운)콘칩(군옥수수)70G,3276,349
50177,과자,캔디,젤리,젤리,구미런치젤리77G,3313,350
50199,과자,스낵,밀가루스낵,밀가루스낵,크라운버터와플,3332,351
50259,과자,스낵,감자스낵,감자스낵,일동후디스냠냠단호박볼60g,3352,352
55029,과자,비스킷,크래커,크래커,롯데빈츠204G,3375,353
55030,과자,비스킷,샌드,샌드,크라운국희땅콩샌드372G,3376,354
55031,과자,비스킷,쿠키,쿠키,롯데칙촉2번들(1682입),3377,355
55038,과자,비스킷,쿠키,쿠키,크라운옹골진오곡쿠키,3384,356
55047,과자,스낵,밀가루스낵,밀가루스낵,효성임페리얼밀키바닐라향웨이퍼,3393,357
55056,과자,견과류,땅콩,땅콩,길림양행군옥수수맛땅콩190G,3401,358
55064,과자,견과류,아몬드,아몬드,길림양행민트초코아몬드190G,3407,359
55392,과자,초콜렛,쉘초콜릿,쉘초콜릿,롯데허쉬키세스딸기,3528,360
55393,과자,초콜렛,쉘초콜릿,쉘초콜릿,롯데허쉬키세스트러플,3529,361
55397,과자,초콜렛,초콜릿세트,초콜릿세트,해태얼초,3533,362
55398,과자,씨리얼,씨리얼바,씨리얼바,오리온닥터유에너지바,3534,363
55401,과자,캔디,젤리,젤리,건영푸드거봉코리아,3537,364
55475,과자,아이스크림,구슬아이스크림,구슬아이스크림,디펜다트리오큐씨그레이프향,3570,365
55485,과자,견과류,아몬드,아몬드,길림양행청양마요아몬드,3572,366
55605,과자,스낵,밀가루스낵,밀가루스낵,삼아인터내셔날초코_와플,3580,367
55610,과자,파이류,케이크,케이크,매크로통상본마망라스베리타르트,3584,368
55675,과자,스낵,쌀스낵,쌀스낵,유기농산유기농현미로만든단호박볼,3605,369
55676,과자,스낵,쌀스낵,쌀스낵,유기농산유기농쌀로만든사과떡튀밥,3606,370
55679,과자,스낵,쌀스낵,쌀스낵,청오건강농업회사법인유기농팝짱백미,3609,371
55680,과자,스낵,쌀스낵,쌀스낵,에이뷰유기농사과쌀떡뻥,3610,372
55691,과자,비스킷,크래커,크래커,이마트티타임비스킷벨기에산,3619,373
55726,과자,비스킷,스틱과자,스틱과자,원더풀에프앤비)쿠기딸기맛와퍼스틱2팩,3640,374
55764,과자,초콜렛,쉘초콜릿,쉘초콜릿,신세계인터내셔날)솔티드아몬드토피8개입,3667,375
55765,과자,초콜렛,쉘초콜릿,쉘초콜릿,신세계인터내셔날)아몬드초콜릿토피,3668,376
55786,과자,씨리얼,씨리얼바,씨리얼바,켈로그초코펀초코바나나바4개입,3677,377
55815,과자,비스킷,쿠키,쿠키,투데이)딜라이트피그필드쿠키10개입,3695,378
55819,과자,비스킷,쿠키,쿠키,케이비인터내셔널)몬테고초코말차쿠키8개입,3699,379
55823,과자,스낵,감자스낵,감자스낵,이멕스무역)스위트포테이토크리스프5개입,3703,380
55825,과자,캔디,토이캔디,토이캔디,엘투커뮤니케이션즈)콩순이케이크하우스아이알파캔디(핑크),3705,381
55841,과자,캔디,하드캔디,사탕/캔디세트,일신국제무역)트리플파워푸시팝레드,3719,382
55854,과자,파이류,케이크,케이크,여리수)프레디부온돌체스트로베리_요거트,3732,383
55855,과자,초콜렛,쉘초콜릿,쉘초콜릿,효성인터내셔날프팔린본본스디초콜릿,3733,384
55856,과자,비스킷,쿠키,쿠키,스위트스페이스)초콜릿천크소살리토밀크초콜릿20_,3734,385
55858,과자,비스킷,샌드,크래커,폴라리스)누가노가비스킷,3736,386
55860,과자,스낵,밀가루스낵,밀가루스낵,델리팜)로하커웨하스에스프레소,3738,387
55928,과자,껌류,기능성껌,기능성껌,네오브리즈)퍼지락자일리톨크리스탈캔디복숭아향,3750,388
55931,과자,캔디,젤리,젤리,종근당건강)락토조이구미젤리복숭아맛50G,3753,389
55971,과자,스낵,쌀스낵,쌀스낵,엄마사랑)가마솥누룽지,3764,390
55972,과자,스낵,쌀스낵,쌀스낵,태광푸드)다섯가지곡식으로알찬오곡누룽지,3765,391
55973,과자,스낵,쌀스낵,쌀스낵,제이식품)쌀눈현미누룽지,3766,392
55994,과자,스낵,감자스낵,감자스낵,티디에프코리아)아미카알프레도트러플감자칩,3775,393
56028,과자,레저취미,반려묘간식,반려묘간식,에이플러스)초이스엘CHOICEL바삭바삭한스낵연어_새우,3785,394
56042,과자,비스킷,샌드,샌드,동서식품)마일드스위트오레오초콜릿샌드위치쿠키,3794,395
60090,과자,비스킷,쿠키,쿠키,크라운초코하임47G,3881,396
60101,과자,캔디,소프트캔디,소프트캔디,이클립스스피어민트향34G,3890,397
60125,과자,캔디,젤리,젤리,오리온)왕꿈틀이67G,3912,398
60129,과자,캔디,하드캔디,하드캔디,아리랑후드)계피맛캔디110G,3916,399
60130,과자,비스킷,샌드,샌드,동서오레오딸기크림100G,3917,400
60132,과자,스낵,감자스낵,감자스낵,농심)프링글스할라피뇨110G,3919,401
60146,과자,캔디,소프트캔디,소프트캔디,크라운마이쮸사과(용기)110G,3929,402
60147,과자,비스킷,크래커,크래커,오리온닥터유다이제194G,3930,403
60157,과자,비스킷,샌드,샌드,크라운치즈샌드60G,3931,404
60175,과자,캔디,하드캔디,하드캔디,청우블루베리캔디100G,3940,405
60183,과자,캔디,소프트캔디,소프트캔디,멜로머쉬멜로우멜로우트위스트135G,3945,406
60196,과자,비스킷,크래커,크래커,오리온마켓오초코크래커,3956,407
60208,과자,비스킷,쿠키,쿠키,투데일러쉬코코아크림쿠키오리지널,3966,408
65032,과자,파이류,케이크,케이크,크라운베이키170G,4021,409
65034,과자,비스킷,크래커,크래커,오리온고소미12P216G,4023,410
65037,과자,비스킷,쿠키,쿠키,미성패밀리허쉬초콜릿칩쿠키,4026,411
65047,과자,비스킷,쿠키,쿠키,오리온초초칩쿠키미니,4036,412
65052,과자,비스킷,쿠키,쿠키,천하코퍼레이션소프트머핀쿠키,4041,413
65057,과자,스낵,쌀스낵,쌀스낵,퓨어잇떡뻥당근쌀과자30G,4046,414
65080,과자,견과류,아몬드,아몬드,길림양행인절미아몬드190G,4062,415
65115,과자,스낵,쌀스낵,쌀스낵,제이디코리아곰곰유기농쌀백미떡뻥,4088,416
65199,과자,스낵,감자스낵,감자스낵,켈로그프링글스찹스테이크,4119,417
65208,과자,스낵,밀가루스낵,밀가루스낵,일동후디스키요두부와프감자,4128,418
65277,과자,스낵,밀가루스낵,밀가루스낵,후디스키요단백질웨하스딸기,4171,419
65478,과자,씨리얼,씨리얼바,씨리얼바,마켓오오_그래놀라바무화과베리4개,4275,420
65480,과자,씨리얼,씨리얼바,씨리얼바,홈플러스넛츠바4개입,4277,421
65485,과자,캔디,젤리,젤리,네슬레코리아새콤달콤과즙젤리프루팁스,4282,422
65488,과자,초콜렛,쉘초콜릿,쉘초콜릿,홈플러스소프트초콜릿제주말차,4285,423
65619,과자,파이류,파이,파이,청우쫀득쫀득초코파이찰떡10개입,4289,424
65627,과자,스낵,쌀스낵,쌀스낵,한국에스비식품유기농누룽지5개입,4296,425
65628,과자,파이류,케이크,케이크,매크로통상본마망레몬타르트9개입,4297,426
65650,과자,캔디,양갱,양갱,새롬식품정성담아팥양갱6개입,4312,427
65661,과자,스낵,쌀스낵,쌀스낵,프로엠맘스케어무농약오곡바나나스낵,4317,428
65668,과자,스낵,쌀스낵,쌀스낵,프로엠맘스케어뽀로로떡뻥,4324,429
65713,과자,스낵,쌀스낵,쌀스낵,엄마사랑)국내산쌀로만든아몬드크런치,4360,430
65718,과자,스낵,밀가루스낵,밀가루스낵,크라운제과피코크우리밀버터와플,4362,431
65722,과자,캔디,젤리,젤리,비에이치델리블랙포레스트믹스드후르츠,4365,432
65732,과자,비스킷,쿠키,쿠키,로투스베이커즈코리아안나카푸치노향틴,4369,433
65780,과자,스낵,쌀스낵,쌀스낵,일동후디스아이밀냠냠유기농쌀과자시금치떡뻥,4404,434
65845,과자,토이,토이캔디,토이캔디,일신국제무역)빅보틀팝스트로베리향(젖병모양),4448,435
65874,과자,비스킷,스틱과자,스틱과자,오성물산코리아)크리스피크레페파인애플맛,4472,436
65893,과자,초콜렛,쉘초콜릿,쉘초콜릿,일신국제무역)구미초코볼포도맛,4487,437
65895,과자,캔디,토이캔디,토이캔디,바로인터내셔널)신비아파트고스트록캔디(레고블럭모양),4489,438
65907,과자,비스킷,샌드,샌드,투데이)엘리스초코샌드비스킷,4497,439
65910,과자,캔디,젤리,젤리,삼경에프에스)하리보메가룰렛,4498,440
65915,과자,스낵,밀가루스낵,밀가루스낵,보람비티)미니카안녕자두야바삭바삭맛있는초코과자초코펀초코맛,4503,441
65916,과자,초콜렛,쉘초콜릿,쉘초콜릿,유한회사아이디어원)쥐방울멜티키스밀크초코볼,4504,442
65917,과자,비스킷,쿠키,쿠키,이멕스무역)TATAWA초콜릿케이크쿠키(초콜릿쿠키),4505,443
65919,과자,비스킷,샌드,크래커,엠에스앤에이)스카이플레이크스윗밀크향,4507,444
65920,과자,파이류,파이,파이,스위트스페이스)미니스낵헤이즐넛크림,4508,445
65921,과자,파이류,파이,파이,스위트스에이스)미니스낵패스트리크림,4509,446
65922,과자,비스킷,쿠키,쿠키,원더풀에프앤비비스키탑버터카라멜비스킷,4510,447
65981,과자,기타,기타,기타,와이즈유엑스글로벌)아임닭바삭바삭닭가슴살크런칩구운갈릭25G,4523,448
65982,과자,스낵,밀가루스낵,밀가루스낵,퍼니엠)통밀당단백칩인절미45G,4524,449
66022,과자,스낵,옥수수스낵,옥수수스낵,씨제이올리브영)블랙빈또띠아칩갈릭치즈68G,4539,450
66026,과자,기타,기타,기타,다노)단백질공화국닭가슴살칩_오리지날25G,4542,451
66035,과자,스낵,팝콘,팝콘,씨제이올리브영)프레즐앤팝콘초콜릿_솔트65G,4550,452
66037,과자,초콜렛,쉘초콜릿,쉘초콜릿,디케이에프비)코코아몬드초코볼60G,4551,453
66039,과자,초콜렛,쉘초콜릿,쉘초콜릿,디케이에프비)밀크아몬드초코볼60G,4553,454
66094,과자,과채음료,과일음료,과일음료,메디쿼터스)닥터리브곤약젤리블루베리150G,4577,455
66096,과자,과채음료,과일음료,과일음료,자임에프앤비)곤약젤리복숭아140G,4579,456
66188,과자,비스킷,샌드,샌드,에이스엠엔티)미니오레오,4628,457
66307,과자,스낵,밀가루스낵,밀가루스낵,새롬식품펭수초코프레첼80G,4645,458
70069,과자,과채음료,과일음료,과일음료,롯데곤약애빠지다복숭아맛130G,4737,459
70082,과자,스낵,밀가루스낵,밀가루스낵,해태)맛동산300G,4750,460
70086,과자,스낵,밀가루스낵,밀가루스낵,크라운)못말리는신짱120G,4752,461
70110,과자,비스킷,스틱과자,스틱과자,해태초코픽45G,4768,462
70121,과자,껌류,기능성껌,기능성껌,해태)아이스쿨19G,4775,463
70126,과자,스낵,밀가루스낵,밀가루스낵,오뚜기뿌셔뿌셔양념치킨맛90G,4780,464
70127,과자,스낵,밀가루스낵,밀가루스낵,추억의꽈배기80G,4781,465
70128,과자,캔디,젤리,젤리,팔도)뽀로로과일맛젤리53G,4782,466
70140,과자,스낵,밀가루스낵,밀가루스낵,삼양)부셔먹는라면스낵90G,4794,467
70147,과자,캔디,기능성캔디,기능성캔디,롯데목캔디허브38G,4798,468
70159,과자,초콜렛,쉘초콜릿,쉘초콜릿,롯데)아몬드초코볼쿠키앤크림32G,4805,469
70160,과자,스낵,밀가루스낵,밀가루스낵,농심)쫄병스낵짜파게티맛77G,4806,470
70161,과자,스낵,밀가루스낵,밀가루스낵,농심)쫄병스낵달고나맛77G,4807,471
70189,과자,캔디,하드캔디,하드캔디,청우라즈베리캔디100G,4817,472
70221,과자,비스킷,쿠키,쿠키,비너스러쉬코코아크림에스프레소,4838,473
70227,과자,스낵,옥수수스낵,옥수수스낵,크라운카라멜메이플콘184G,4842,474
75009,과자,비스킷,쿠키,쿠키,크라운)쿠크다스비엔나커피,4865,475
75044,과자,스낵,과일스낵,과일스낵,신세계자주포도포도해30G,4888,476
