,div_l,div_m,div_s,div_n
15710,과자,스낵,감자스낵,감자스낵
15711,과자,스낵,감자스낵,감자스낵
15712,주류,전통주,청주,청주
15713,과자,초콜렛,쉘초콜릿,쉘초콜릿
15717,과자,유아식품,기타간식/안주형과자,기타간식/안주형과자
15718,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
15719,과자,스낵,과일스낵,쌀스낵
15720,과자,스낵,밀가루스낵,밀가루스낵
15721,상온HMR,레토르트,즉석스프,즉석스프
15722,상온HMR,레토르트,기타레토르트,기타레토르트
15723,커피차,분말차,뿌리차,뿌리차
15724,커피차,분말차,뿌리차,뿌리차
15729,상온HMR,레토르트,기타레토르트,기타레토르트
15730,상온HMR,레토르트,기타레토르트,기타레토르트
15731,과자,기타,기타,기타
15732,과자,파이류,파이,파이
15733,커피차,분말차,허브차,페퍼민트
15734,커피차,분말차,허브차,루이보스
15735,과자,비스킷,쿠키,쿠키
15736,과자,비스킷,쿠키,쿠키
15737,과자,비스킷,쿠키,쿠키
15738,과자,스낵,고구마스낵,고구마스낵
15739,과자,스낵,야채스낵,야채스낵
15740,과자,스낵,과일스낵,과일스낵
15741,과자,스낵,과일스낙,과일스낙
15742,과자,스낵,감자스낵,감자스낵
15743,과자,스낵,쌀스낵,쌀스낵
15744,과자,스낵,과일스낵,과일스낵
15745,과자,스낵,감자스낵,감자스낵
15746,과자,스낵,쌀스낵,쌀스낵
15747,과자,스낵,쌀스낵,쌀스낵
15768,과자,씨리얼,일반시리얼,일반시리얼
15769,과자,씨리얼,일반시리얼,일반시리얼
15770,과자,씨리얼,일반시리얼,일반시리얼
15771,과자,씨리얼,일반시리얼,일반시리얼
15781,과자,스낵,밀가루스낵,밀가루스낵
15782,과자,스낵,밀가루스낵,밀가루스낵
15783,과자,스낵,밀가루스낵,밀가루스낵
15784,상온HMR,분말조리식,분말카레짜장,분말카레짜장
15785,상온HMR,분말조리식,분말카레짜장,분말카레짜장
15786,상온HMR,분말조리식,분말카레짜장,분말카레짜장
15787,상온HMR,분말조리식,분말카레짜장,분말카레짜장
15788,과자,씨리얼,씨리얼바,씨리얼바
15789,상온HMR,레토르트,즉석스프,즉석스프
15792,과자,스낵,쌀스낵,쌀스낵
15793,과자,스낵,쌀스낵,쌀스낵
15795,상온HMR,레토르트,즉석스프,즉석스프
15796,음료,과채음료,과일음료,과일음료
15797,상온HMR,절임/잼,스프레드,스프레드
15798,과자,비스킷,샌드,샌드
15799,과자,비스킷,샌드,샌드
15800,과자,비스킷,쿠키,쿠키
15801,과자,비스킷,쿠키,쿠키
15802,커피차,분말차,코코아/핫초코,초코맛
15808,과자,캔디,토이캔디,토이캔디
15809,과자,캔디,토이캔디,토이캔디
15810,과자,캔디,토이캔디,토이캔디
15811,과자,캔디,젤리,젤리
15812,과자,캔디,젤리,젤리
15813,과자,스낵,쌀스낵,쌀스낵
15814,과자,기타,기타,기타
15815,과자,견과류,땅콩,땅콩
15816,과자,스낵,야채스낵,야채스낵
15817,과자,캔디,젤리,젤리
15818,과자,캔디,젤리,젤리
15819,상온HMR,과채음료,파우치음료,파우치음료
15820,상온HMR,과채음료,파우치음료,파우치음료
15823,면류,용기면,국물용기라면,일반라면
15824,면류,용기면,국물용기라면,일반라면
15825,면류,용기면,국물용기라면,쌀국수
15826,면류,용기면,비빔용기라면,쌀국수
15827,면류,용기면,국물용기라면,일반라면
15828,면류,용기면,비빔용기라면,짜장라면
15829,면류,용기면,국물용기라면,일반라면
15830,면류,용기면,비빔용기라면,짜장라면
15831,면류,용기면,국물용기라면,일반라면
15832,면류,용기면,국물용기라면,일반라면
15833,면류,용기면,국물용기라면,일반라면
15834,상온HMR,레토르트,즉석밥,즉석밥
15835,상온HMR,레토르트,즉석밥,즉석밥
15836,면류,용기면,국물용기라면,일반라면
15837,면류,봉지면,국물봉지라면,일반라면
15838,면류,용기면,국물용기라면,일반라면
15839,면류,용기면,비빔용기라면,파스타
15840,면류,용기면,비빔용기라면,짜장라면
15841,면류,봉지면,국물봉지라면,짬뽕라면
15842,면류,봉지면,국물봉지라면,일반라면
15851,음료,기능성음료,숙취해소음료,숙취해소음료
15853,커피차,분말차,커피,원두커피
15861,음료,차음료,일반차음료,일반차음료
15862,음료,차음료,일반차음료,일반차음료
15863,음료,차음료,일반차음료,일반차음료
15866,과자,스낵,쌀스낵,쌀스낵
15867,과자,스낵,쌀스낵,쌀스낵
15868,과자,캔디,사탕/캔디세트,하드캔디
15869,과자,스낵,쌀스낵,쌀스낵
15876,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
15877,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
15878,과자,캔디,젤리,젤리
15879,과자,스낵,과일스낵,과일스낵
15880,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
15881,과자,스낵,과일스낵,과일스낵
15882,과자,스낵,쌀스낵,쌀스낵
15883,과자,스낵,쌀스낵,쌀스낵
15884,과자,스낵,쌀스낵,쌀스낵
15885,과자,스낵,쌀스낵,쌀스낵
15886,과자,스낵,쌀스낵,쌀스낵
15887,과자,스낵,쌀스낵,쌀스낵
15888,상온HMR,시리얼,일반시리얼,일반시리얼
15889,과자,기타,기타,기타
15890,상온HMR,가공안주류,기타간식/안주형과자,기타간식/안주형과자
15891,커피차,분말차,커피,원두커피
15892,상온HMR,잡곡,보리,보리
15893,과자,스낵,밀가루스낵,밀가루스낵
15894,과자,스낵,밀가루스낵,밀가루스낵
15895,과자,스낵,밀가루스낵,밀가루스낵
15897,과자,비스킷,쿠키,쿠키
15898,과자,비스킷,쿠키,쿠키
15899,과자,비스킷,스틱과자,스틱과자
15900,과자,스낵,쌀스낵,쌀스낵
15901,과자,스낵,쌀스낵,쌀스낵
15902,과자,스낵,쌀스낵,과일스낵
15903,과자,스낵,쌀스낵,과일스낵
15904,과자,스낵,밀가루스낵,밀가루스낵
15905,과자,씨리얼,씨리얼바,씨리얼바
15906,면류,용기면,국물용기라면,쌀국수
15907,면류,용기면,국물용기라면,쌀국수
15908,과자,스낵,밀가루스낵,밀가루스낵
15909,상온HMR,가공안주류,건과일,건과일
15910,면류,봉지면,국물봉지라면,일반라면
15911,과자,초콜렛,쉘초콜릿,쉘초콜릿
15912,과자,초콜렛,쉘초콜릿,쉘초콜릿
15924,상온HMR,시리얼,일반시리얼,일반시리얼
15925,커피차,분말차,녹차/현미녹차,녹차/현미녹차
15926,커피차,분말차,녹차/현미녹차,녹차/현미녹차
15927,커피차,분말차,녹차/현미녹차,녹차/현미녹차
15928,커피차,분말차,녹차/현미녹차,녹차/현미녹차
15930,과자,씨리얼,씨리얼바,씨리얼바
15943,과자,스낵,팝콘,팝콘
15944,상온HMR,가공분말류,곡물가루,곡물가루
15945,상온HMR,레저취미,반려묘간식,반려묘간식
15946,상온HMR,레저취미,반려묘간식,반려묘간식
15947,상온HMR,레저취미,반려묘간식,반려묘간식
15948,상온HMR,레저취미,반려묘간식,반려묘간식
15949,상온HMR,레저취미,반려묘간식,반려묘간식
15950,상온HMR,레저취미,반려묘사료,반려묘사료
15951,상온HMR,레저취미,반려묘간식,반려묘간식
15953,음료,차음료,일반차음료,일반차음료
15954,상온HMR,과채음료,파우치음료,파우치음료
15955,상온HMR,과채음료,파우치음료,파우치음료
15963,과자,비스킷,쿠키,쿠키
15964,과자,비스킷,쿠키,쿠키
15965,커피차,분말차,코코아/핫초코,초코맛
15966,과자,스낵,밀가루스낵,밀가루스낵
15967,과자,비스킷,크래커,크래커
15969,과자,비스킷,쿠키,쿠키
15970,과자,비스킷,쿠키,쿠키
15971,과자,비스킷,쿠키,쿠키
16020,통조림/안주,통조림,애견식품,애견습식사료
16021,통조림/안주,통조림,애견식품,애견습식사료
16022,통조림/안주,통조림,애견식품,애견습식사료
16032,상온HMR,분말조미료,가공조미료,가공조미료
16056,상온HMR,가공분말류,곡물가루,곡물가루
20003,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
20004,음료,기능성음료,스포츠음료,스포츠음료
20007,음료,생수,일반생수,일반생수
20008,음료,차음료,일반차음료,일반차음료
20011,음료,탄산음료,혼합탄산,혼합탄산
20012,음료,과채음료,과일음료,과일음료
20014,음료,탄산음료,혼합탄산,혼합탄산
20015,음료,탄산음료,혼합탄산,혼합탄산
20016,음료,탄산음료,혼합탄산,혼합탄산
20017,음료,탄산음료,혼합탄산,혼합탄산
20018,음료,냉장음료,코코넛워터,코코넛워터
20020,음료,탄산수,Flavor탄산수,Flavor탄산수
20021,음료,탄산수,Flavor탄산수,Flavor탄산수
20022,음료,탄산음료,혼합탄산,혼합탄산
20023,음료,탄산음료,콜라,콜라
20024,음료,탄산수,플레인탄산수,플레인탄산수
20025,음료,과채음료,과일음료,과일음료
20026,음료,탄산음료,콜라,콜라
20027,음료,과채음료,채소음료,채소음료
20028,음료,과채음료,과일음료,과일음료
20029,음료,과채음료,과일음료,과일음료
20030,음료,과채음료,과일음료,과일음료
20031,음료,탄산음료,혼합탄산,혼합탄산
20032,음료,탄산음료,콜라,콜라
20033,음료,탄산음료,혼합탄산,혼합탄산
20034,음료,기능성음료,스포츠음료,스포츠음료
20035,음료,기능성음료,스포츠음료,스포츠음료
20036,음료,탄산수,Flavor탄산수,Flavor탄산수
20037,음료,탄산수,Flavor탄산수,Flavor탄산수
20038,음료,탄산음료,혼합탄산,혼합탄산
20039,음료,탄산음료,사이다,사이다
20040,음료,탄산음료,혼합탄산,혼합탄산
20041,음료,탄산음료,혼합탄산,혼합탄산
20042,음료,탄산음료,혼합탄산,혼합탄산
20043,음료,탄산음료,혼합탄산,혼합탄산
20044,음료,탄산수,플레인탄산수,플레인탄산수
20045,음료,커피음료,커피음료,커피음료
20046,음료,탄산음료,혼합탄산,혼합탄산
20047,음료,과채음료,채소음료,채소음료
20048,주류,소주,증류식소주,증류식소주
20049,주류,소주,증류식소주,증류식소주
20050,주류,전통주,과실주,과실주
20051,주류,기타주류,칵테일,칵테일
20052,주류,전통주,과실주,과실주
20053,주류,소주,증류식소주,증류식소주
20054,주류,소주,증류식소주,증류식소주
20055,주류,전통주,과실주,과실주
20056,주류,기타주류,칵테일,칵테일
20057,음료,과채음료,과일음료,과일음료
20058,음료,생수,일반생수,일반생수
20059,주류,기타주류,칵테일,칵테일
20060,주류,맥주,국내맥주,국내맥주
20061,유제품,우유,가공우유,초코우유
20062,주류,맥주,국내맥주,국내맥주
20063,주류,맥주,국내맥주,국내맥주
20064,주류,맥주,국내맥주,국내맥주
20065,주류,기타주류,칵테일,칵테일
20066,주류,소주,증류식소주,증류식소주
20067,주류,소주,증류식소주,증류식소주
20068,주류,소주,증류식소주,증류식소주
20069,주류,맥주,국내맥주,국내맥주
20070,주류,맥주,국내맥주,국내맥주
20071,주류,맥주,국내맥주,국내맥주
20072,주류,맥주,국내맥주,국내맥주
20085,과자,비스킷,크래커,크래커
20086,주류,맥주,국내맥주,국내맥주
20087,주류,맥주,국내맥주,국내맥주
20088,음료,생수,일반생수,일반생수
20089,음료,과채음료,과일음료,과일음료
20090,음료,과채음료,과일음료,과일음료
20091,음료,탄산음료,콜라,콜라
20092,음료,기능성음료,스포츠음료,스포츠음료
20093,음료,탄산음료,혼합탄산,혼합탄산
20094,음료,탄산음료,혼합탄산,혼합탄산
20095,음료,탄산음료,혼합탄산,혼합탄산
20096,음료,과채음료,과일음료,과일음료
20097,주류,맥주,국내맥주,국내맥주
20098,음료,탄산음료,콜라,콜라
20099,음료,생수,일반생수,일반생수
20100,음료,생수,일반생수,일반생수
20101,음료,생수,일반생수,일반생수
20102,음료,생수,일반생수,일반생수
20103,음료,생수,일반생수,일반생수
20104,음료,생수,일반생수,일반생수
20105,음료,생수,일반생수,일반생수
20106,커피차,분말차,커피,아메리카노
20107,커피차,분말차,커피,아메리카노
20108,커피차,분말차,커피,헤이즐넛
20109,커피차,분말차,커피,아메리카노
20111,면류,용기면,국물용기라면,일반라면
20112,면류,용기면,비빔용기라면,볶음라면
20113,면류,용기면,비빔용기라면,짜장라면
20114,면류,용기면,비빔용기라면,파스타
20118,과자,캔디,하드캔디,하드캔디
20119,과자,초콜렛,쉘초콜릿,쉘초콜릿
20120,커피차,분말차,커피,모카
20121,과자,견과류,땅콩,땅콩
20122,과자,견과류,아몬드,아몬드
20123,과자,비스킷,크래커,크래커
20125,과자,스낵,감자스낵,감자스낵
20126,과자,스낵,감자스낵,감자스낵
20127,과자,스낵,감자스낵,감자스낵
20128,과자,스낵,감자스낵,감자스낵
20129,과자,스낵,감자스낵,감자스낵
20138,음료,생수,일반생수,일반생수
20139,음료,탄산음료,혼합탄산,혼합탄산
20140,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
20141,과자,파이류,파이,파이
20142,과자,파이류,파이,파이
20144,음료,기능성음료,숙취해소음료,숙취해소음료
20145,음료,커피음료,커피음료,커피음료
20148,음료,기능성음료,숙취해소음료,숙취해소음료
20151,음료,과채음료,과일음료,과일음료
20152,음료,커피음료,커피음료,커피음료
20153,음료,과채음료,채소음료,채소음료
